nume_88,utilizator_88,parola_88,adr_dom_88,adr_cores_88,tel_88,profesor
nume_89,utilizator_89,parola_89,adr_dom_89,adr_cores_89,tel_89,profesor
nume_90,utilizator_90,parola_90,adr_dom_90,adr_cores_90,tel_90,profesor
nume_91,utilizator_91,parola_91,adr_dom_91,adr_cores_91,tel_91,profesor
nume_92,utilizator_92,parola_92,adr_dom_92,adr_cores_92,tel_92,profesor
nume_93,utilizator_93,parola_93,adr_dom_93,adr_cores_93,tel_93,profesor
nume_94,utilizator_94,parola_94,adr_dom_94,adr_cores_94,tel_94,profesor
nume_95,utilizator_95,parola_95,adr_dom_95,adr_cores_95,tel_95,profesor
nume_96,utilizator_96,parola_96,adr_dom_96,adr_cores_96,tel_96,profesor
nume_97,utilizator_97,parola_97,adr_dom_97,adr_cores_97,tel_97,profesor
nume_98,utilizator_98,parola_98,adr_dom_98,adr_cores_98,tel_98,profesor
nume_99,utilizator_99,parola_99,adr_dom_99,adr_cores_99,tel_99,profesor
nume_100,utilizator_100,parola_100,adr_dom_100,adr_cores_100,tel_100,profesor
nume_101,utilizator_101,parola_101,adr_dom_101,adr_cores_101,tel_101,profesor
nume_102,utilizator_102,parola_102,adr_dom_102,adr_cores_102,tel_102,profesor
nume_103,utilizator_103,parola_103,adr_dom_103,adr_cores_103,tel_103,profesor
nume_104,utilizator_104,parola_104,adr_dom_104,adr_cores_104,tel_104,profesor
nume_105,utilizator_105,parola_105,adr_dom_105,adr_cores_105,tel_105,profesor
nume_106,utilizator_106,parola_106,adr_dom_106,adr_cores_106,tel_106,profesor
nume_107,utilizator_107,parola_107,adr_dom_107,adr_cores_107,tel_107,profesor
nume_108,utilizator_108,parola_108,adr_dom_108,adr_cores_108,tel_108,profesor
nume_109,utilizator_109,parola_109,adr_dom_109,adr_cores_109,tel_109,profesor
nume_110,utilizator_110,parola_110,adr_dom_110,adr_cores_110,tel_110,profesor
nume_111,utilizator_111,parola_111,adr_dom_111,adr_cores_111,tel_111,profesor
nume_112,utilizator_112,parola_112,adr_dom_112,adr_cores_112,tel_112,profesor
nume_113,utilizator_113,parola_113,adr_dom_113,adr_cores_113,tel_113,profesor
nume_114,utilizator_114,parola_114,adr_dom_114,adr_cores_114,tel_114,profesor
nume_115,utilizator_115,parola_115,adr_dom_115,adr_cores_115,tel_115,profesor
nume_116,utilizator_116,parola_116,adr_dom_116,adr_cores_116,tel_116,profesor
nume_117,utilizator_117,parola_117,adr_dom_117,adr_cores_117,tel_117,profesor
nume_118,utilizator_118,parola_118,adr_dom_118,adr_cores_118,tel_118,profesor
nume_119,utilizator_119,parola_119,adr_dom_119,adr_cores_119,tel_119,profesor
nume_120,utilizator_120,parola_120,adr_dom_120,adr_cores_120,tel_120,profesor
nume_121,utilizator_121,parola_121,adr_dom_121,adr_cores_121,tel_121,profesor
nume_122,utilizator_122,parola_122,adr_dom_122,adr_cores_122,tel_122,profesor
nume_123,utilizator_123,parola_123,adr_dom_123,adr_cores_123,tel_123,profesor
nume_124,utilizator_124,parola_124,adr_dom_124,adr_cores_124,tel_124,profesor
nume_125,utilizator_125,parola_125,adr_dom_125,adr_cores_125,tel_125,profesor
nume_126,utilizator_126,parola_126,adr_dom_126,adr_cores_126,tel_126,profesor
nume_127,utilizator_127,parola_127,adr_dom_127,adr_cores_127,tel_127,profesor
nume_128,utilizator_128,parola_128,adr_dom_128,adr_cores_128,tel_128,profesor
nume_129,utilizator_129,parola_129,adr_dom_129,adr_cores_129,tel_129,profesor
nume_130,utilizator_130,parola_130,adr_dom_130,adr_cores_130,tel_130,profesor
nume_131,utilizator_131,parola_131,adr_dom_131,adr_cores_131,tel_131,profesor
nume_132,utilizator_132,parola_132,adr_dom_132,adr_cores_132,tel_132,profesor
nume_133,utilizator_133,parola_133,adr_dom_133,adr_cores_133,tel_133,profesor
nume_134,utilizator_134,parola_134,adr_dom_134,adr_cores_134,tel_134,profesor
nume_135,utilizator_135,parola_135,adr_dom_135,adr_cores_135,tel_135,profesor
nume_136,utilizator_136,parola_136,adr_dom_136,adr_cores_136,tel_136,profesor
nume_137,utilizator_137,parola_137,adr_dom_137,adr_cores_137,tel_137,profesor
nume_138,utilizator_138,parola_138,adr_dom_138,adr_cores_138,tel_138,profesor
nume_139,utilizator_139,parola_139,adr_dom_139,adr_cores_139,tel_139,profesor
nume_140,utilizator_140,parola_140,adr_dom_140,adr_cores_140,tel_140,profesor
nume_141,utilizator_141,parola_141,adr_dom_141,adr_cores_141,tel_141,profesor
nume_142,utilizator_142,parola_142,adr_dom_142,adr_cores_142,tel_142,profesor
nume_143,utilizator_143,parola_143,adr_dom_143,adr_cores_143,tel_143,profesor
nume_144,utilizator_144,parola_144,adr_dom_144,adr_cores_144,tel_144,profesor
nume_145,utilizator_145,parola_145,adr_dom_145,adr_cores_145,tel_145,profesor
nume_146,utilizator_146,parola_146,adr_dom_146,adr_cores_146,tel_146,profesor
nume_147,utilizator_147,parola_147,adr_dom_147,adr_cores_147,tel_147,profesor
nume_148,utilizator_148,parola_148,adr_dom_148,adr_cores_148,tel_148,profesor
nume_149,utilizator_149,parola_149,adr_dom_149,adr_cores_149,tel_149,profesor
nume_150,utilizator_150,parola_150,adr_dom_150,adr_cores_150,tel_150,profesor
nume_151,utilizator_151,parola_151,adr_dom_151,adr_cores_151,tel_151,profesor
nume_152,utilizator_152,parola_152,adr_dom_152,adr_cores_152,tel_152,profesor
nume_153,utilizator_153,parola_153,adr_dom_153,adr_cores_153,tel_153,profesor
nume_154,utilizator_154,parola_154,adr_dom_154,adr_cores_154,tel_154,profesor
nume_155,utilizator_155,parola_155,adr_dom_155,adr_cores_155,tel_155,profesor
nume_156,utilizator_156,parola_156,adr_dom_156,adr_cores_156,tel_156,profesor
nume_157,utilizator_157,parola_157,adr_dom_157,adr_cores_157,tel_157,profesor
nume_158,utilizator_158,parola_158,adr_dom_158,adr_cores_158,tel_158,profesor
nume_159,utilizator_159,parola_159,adr_dom_159,adr_cores_159,tel_159,profesor
nume_160,utilizator_160,parola_160,adr_dom_160,adr_cores_160,tel_160,profesor
nume_161,utilizator_161,parola_161,adr_dom_161,adr_cores_161,tel_161,profesor
nume_162,utilizator_162,parola_162,adr_dom_162,adr_cores_162,tel_162,profesor
nume_163,utilizator_163,parola_163,adr_dom_163,adr_cores_163,tel_163,profesor
nume_164,utilizator_164,parola_164,adr_dom_164,adr_cores_164,tel_164,profesor
nume_165,utilizator_165,parola_165,adr_dom_165,adr_cores_165,tel_165,profesor
nume_166,utilizator_166,parola_166,adr_dom_166,adr_cores_166,tel_166,profesor
nume_167,utilizator_167,parola_167,adr_dom_167,adr_cores_167,tel_167,profesor
nume_168,utilizator_168,parola_168,adr_dom_168,adr_cores_168,tel_168,profesor
nume_169,utilizator_169,parola_169,adr_dom_169,adr_cores_169,tel_169,profesor
nume_170,utilizator_170,parola_170,adr_dom_170,adr_cores_170,tel_170,profesor
nume_171,utilizator_171,parola_171,adr_dom_171,adr_cores_171,tel_171,profesor
nume_172,utilizator_172,parola_172,adr_dom_172,adr_cores_172,tel_172,profesor
nume_173,utilizator_173,parola_173,adr_dom_173,adr_cores_173,tel_173,profesor
nume_174,utilizator_174,parola_174,adr_dom_174,adr_cores_174,tel_174,profesor
nume_175,utilizator_175,parola_175,adr_dom_175,adr_cores_175,tel_175,profesor
nume_176,utilizator_176,parola_176,adr_dom_176,adr_cores_176,tel_176,profesor
nume_177,utilizator_177,parola_177,adr_dom_177,adr_cores_177,tel_177,profesor
nume_178,utilizator_178,parola_178,adr_dom_178,adr_cores_178,tel_178,profesor
nume_179,utilizator_179,parola_179,adr_dom_179,adr_cores_179,tel_179,profesor
nume_180,utilizator_180,parola_180,adr_dom_180,adr_cores_180,tel_180,profesor
nume_181,utilizator_181,parola_181,adr_dom_181,adr_cores_181,tel_181,profesor
nume_182,utilizator_182,parola_182,adr_dom_182,adr_cores_182,tel_182,profesor
nume_183,utilizator_183,parola_183,adr_dom_183,adr_cores_183,tel_183,profesor
nume_184,utilizator_184,parola_184,adr_dom_184,adr_cores_184,tel_184,profesor
nume_185,utilizator_185,parola_185,adr_dom_185,adr_cores_185,tel_185,profesor
nume_186,utilizator_186,parola_186,adr_dom_186,adr_cores_186,tel_186,profesor
nume_187,utilizator_187,parola_187,adr_dom_187,adr_cores_187,tel_187,profesor
nume_188,utilizator_188,parola_188,adr_dom_188,adr_cores_188,tel_188,profesor
nume_189,utilizator_189,parola_189,adr_dom_189,adr_cores_189,tel_189,profesor
nume_190,utilizator_190,parola_190,adr_dom_190,adr_cores_190,tel_190,profesor
nume_191,utilizator_191,parola_191,adr_dom_191,adr_cores_191,tel_191,profesor
nume_192,utilizator_192,parola_192,adr_dom_192,adr_cores_192,tel_192,profesor
nume_193,utilizator_193,parola_193,adr_dom_193,adr_cores_193,tel_193,profesor
nume_194,utilizator_194,parola_194,adr_dom_194,adr_cores_194,tel_194,profesor
nume_195,utilizator_195,parola_195,adr_dom_195,adr_cores_195,tel_195,profesor
nume_196,utilizator_196,parola_196,adr_dom_196,adr_cores_196,tel_196,profesor
nume_197,utilizator_197,parola_197,adr_dom_197,adr_cores_197,tel_197,profesor
nume_198,utilizator_198,parola_198,adr_dom_198,adr_cores_198,tel_198,profesor
nume_199,utilizator_199,parola_199,adr_dom_199,adr_cores_199,tel_199,profesor
nume_0,utilizator_0,parola_0,adr_dom_0,adr_cores_0,tel_0,student
nume_1,utilizator_1,parola_1,adr_dom_1,adr_cores_1,tel_1,student
nume_2,utilizator_2,parola_2,adr_dom_2,adr_cores_2,tel_2,student
nume_3,utilizator_3,parola_3,adr_dom_3,adr_cores_3,tel_3,student
nume_4,utilizator_4,parola_4,adr_dom_4,adr_cores_4,tel_4,student
nume_5,utilizator_5,parola_5,adr_dom_5,adr_cores_5,tel_5,student
nume_6,utilizator_6,parola_6,adr_dom_6,adr_cores_6,tel_6,student
nume_7,utilizator_7,parola_7,adr_dom_7,adr_cores_7,tel_7,student
nume_8,utilizator_8,parola_8,adr_dom_8,adr_cores_8,tel_8,student
nume_9,utilizator_9,parola_9,adr_dom_9,adr_cores_9,tel_9,student
nume_10,utilizator_10,parola_10,adr_dom_10,adr_cores_10,tel_10,student
nume_11,utilizator_11,parola_11,adr_dom_11,adr_cores_11,tel_11,student
nume_12,utilizator_12,parola_12,adr_dom_12,adr_cores_12,tel_12,student
nume_13,utilizator_13,parola_13,adr_dom_13,adr_cores_13,tel_13,student
nume_14,utilizator_14,parola_14,adr_dom_14,adr_cores_14,tel_14,student
nume_15,utilizator_15,parola_15,adr_dom_15,adr_cores_15,tel_15,student
nume_16,utilizator_16,parola_16,adr_dom_16,adr_cores_16,tel_16,student
nume_17,utilizator_17,parola_17,adr_dom_17,adr_cores_17,tel_17,student
nume_18,utilizator_18,parola_18,adr_dom_18,adr_cores_18,tel_18,student
nume_19,utilizator_19,parola_19,adr_dom_19,adr_cores_19,tel_19,student
nume_20,utilizator_20,parola_20,adr_dom_20,adr_cores_20,tel_20,student
nume_21,utilizator_21,parola_21,adr_dom_21,adr_cores_21,tel_21,student
nume_22,utilizator_22,parola_22,adr_dom_22,adr_cores_22,tel_22,student
nume_23,utilizator_23,parola_23,adr_dom_23,adr_cores_23,tel_23,student
nume_24,utilizator_24,parola_24,adr_dom_24,adr_cores_24,tel_24,student
nume_25,utilizator_25,parola_25,adr_dom_25,adr_cores_25,tel_25,student
nume_26,utilizator_26,parola_26,adr_dom_26,adr_cores_26,tel_26,student
nume_27,utilizator_27,parola_27,adr_dom_27,adr_cores_27,tel_27,student
nume_28,utilizator_28,parola_28,adr_dom_28,adr_cores_28,tel_28,student
nume_29,utilizator_29,parola_29,adr_dom_29,adr_cores_29,tel_29,student
nume_30,utilizator_30,parola_30,adr_dom_30,adr_cores_30,tel_30,student
nume_31,utilizator_31,parola_31,adr_dom_31,adr_cores_31,tel_31,student
nume_32,utilizator_32,parola_32,adr_dom_32,adr_cores_32,tel_32,student
nume_33,utilizator_33,parola_33,adr_dom_33,adr_cores_33,tel_33,student
nume_34,utilizator_34,parola_34,adr_dom_34,adr_cores_34,tel_34,student
nume_35,utilizator_35,parola_35,adr_dom_35,adr_cores_35,tel_35,student
nume_36,utilizator_36,parola_36,adr_dom_36,adr_cores_36,tel_36,student
nume_37,utilizator_37,parola_37,adr_dom_37,adr_cores_37,tel_37,student
nume_38,utilizator_38,parola_38,adr_dom_38,adr_cores_38,tel_38,student
nume_39,utilizator_39,parola_39,adr_dom_39,adr_cores_39,tel_39,student
nume_40,utilizator_40,parola_40,adr_dom_40,adr_cores_40,tel_40,student
nume_41,utilizator_41,parola_41,adr_dom_41,adr_cores_41,tel_41,student
nume_42,utilizator_42,parola_42,adr_dom_42,adr_cores_42,tel_42,student
nume_43,utilizator_43,parola_43,adr_dom_43,adr_cores_43,tel_43,student
nume_44,utilizator_44,parola_44,adr_dom_44,adr_cores_44,tel_44,student
nume_45,utilizator_45,parola_45,adr_dom_45,adr_cores_45,tel_45,student
nume_46,utilizator_46,parola_46,adr_dom_46,adr_cores_46,tel_46,student
nume_47,utilizator_47,parola_47,adr_dom_47,adr_cores_47,tel_47,student
nume_48,utilizator_48,parola_48,adr_dom_48,adr_cores_48,tel_48,student
nume_49,utilizator_49,parola_49,adr_dom_49,adr_cores_49,tel_49,student
nume_50,utilizator_50,parola_50,adr_dom_50,adr_cores_50,tel_50,student
nume_51,utilizator_51,parola_51,adr_dom_51,adr_cores_51,tel_51,student
nume_52,utilizator_52,parola_52,adr_dom_52,adr_cores_52,tel_52,student
nume_53,utilizator_53,parola_53,adr_dom_53,adr_cores_53,tel_53,student
nume_54,utilizator_54,parola_54,adr_dom_54,adr_cores_54,tel_54,student
nume_55,utilizator_55,parola_55,adr_dom_55,adr_cores_55,tel_55,student
nume_56,utilizator_56,parola_56,adr_dom_56,adr_cores_56,tel_56,student
nume_57,utilizator_57,parola_57,adr_dom_57,adr_cores_57,tel_57,student
nume_58,utilizator_58,parola_58,adr_dom_58,adr_cores_58,tel_58,student
nume_59,utilizator_59,parola_59,adr_dom_59,adr_cores_59,tel_59,student
nume_60,utilizator_60,parola_60,adr_dom_60,adr_cores_60,tel_60,student
nume_61,utilizator_61,parola_61,adr_dom_61,adr_cores_61,tel_61,student
nume_62,utilizator_62,parola_62,adr_dom_62,adr_cores_62,tel_62,student
nume_63,utilizator_63,parola_63,adr_dom_63,adr_cores_63,tel_63,student
nume_64,utilizator_64,parola_64,adr_dom_64,adr_cores_64,tel_64,student
nume_65,utilizator_65,parola_65,adr_dom_65,adr_cores_65,tel_65,student
nume_66,utilizator_66,parola_66,adr_dom_66,adr_cores_66,tel_66,student
nume_67,utilizator_67,parola_67,adr_dom_67,adr_cores_67,tel_67,student
nume_68,utilizator_68,parola_68,adr_dom_68,adr_cores_68,tel_68,student
nume_69,utilizator_69,parola_69,adr_dom_69,adr_cores_69,tel_69,student
nume_70,utilizator_70,parola_70,adr_dom_70,adr_cores_70,tel_70,student
nume_71,utilizator_71,parola_71,adr_dom_71,adr_cores_71,tel_71,student
nume_72,utilizator_72,parola_72,adr_dom_72,adr_cores_72,tel_72,student
nume_73,utilizator_73,parola_73,adr_dom_73,adr_cores_73,tel_73,student
nume_74,utilizator_74,parola_74,adr_dom_74,adr_cores_74,tel_74,student
nume_75,utilizator_75,parola_75,adr_dom_75,adr_cores_75,tel_75,student
nume_76,utilizator_76,parola_76,adr_dom_76,adr_cores_76,tel_76,student
nume_77,utilizator_77,parola_77,adr_dom_77,adr_cores_77,tel_77,student
nume_78,utilizator_78,parola_78,adr_dom_78,adr_cores_78,tel_78,student
nume_79,utilizator_79,parola_79,adr_dom_79,adr_cores_79,tel_79,student
nume_80,utilizator_80,parola_80,adr_dom_80,adr_cores_80,tel_80,student
nume_81,utilizator_81,parola_81,adr_dom_81,adr_cores_81,tel_81,student
nume_82,utilizator_82,parola_82,adr_dom_82,adr_cores_82,tel_82,student
nume_83,utilizator_83,parola_83,adr_dom_83,adr_cores_83,tel_83,student
nume_84,utilizator_84,parola_84,adr_dom_84,adr_cores_84,tel_84,student
nume_85,utilizator_85,parola_85,adr_dom_85,adr_cores_85,tel_85,student
nume_86,utilizator_86,parola_86,adr_dom_86,adr_cores_86,tel_86,student
nume_87,utilizator_87,parola_87,adr_dom_87,adr_cores_87,tel_87,student
nume_88,utilizator_88,parola_88,adr_dom_88,adr_cores_88,tel_88,student
nume_89,utilizator_89,parola_89,adr_dom_89,adr_cores_89,tel_89,student
nume_90,utilizator_90,parola_90,adr_dom_90,adr_cores_90,tel_90,student
nume_91,utilizator_91,parola_91,adr_dom_91,adr_cores_91,tel_91,student
nume_92,utilizator_92,parola_92,adr_dom_92,adr_cores_92,tel_92,student
nume_93,utilizator_93,parola_93,adr_dom_93,adr_cores_93,tel_93,student
nume_94,utilizator_94,parola_94,adr_dom_94,adr_cores_94,tel_94,student
nume_95,utilizator_95,parola_95,adr_dom_95,adr_cores_95,tel_95,student
nume_96,utilizator_96,parola_96,adr_dom_96,adr_cores_96,tel_96,student
nume_97,utilizator_97,parola_97,adr_dom_97,adr_cores_97,tel_97,student
nume_98,utilizator_98,parola_98,adr_dom_98,adr_cores_98,tel_98,student
nume_99,utilizator_99,parola_99,adr_dom_99,adr_cores_99,tel_99,student
nume_100,utilizator_100,parola_100,adr_dom_100,adr_cores_100,tel_100,student
nume_101,utilizator_101,parola_101,adr_dom_101,adr_cores_101,tel_101,student
nume_102,utilizator_102,parola_102,adr_dom_102,adr_cores_102,tel_102,student
nume_103,utilizator_103,parola_103,adr_dom_103,adr_cores_103,tel_103,student
nume_104,utilizator_104,parola_104,adr_dom_104,adr_cores_104,tel_104,student
nume_105,utilizator_105,parola_105,adr_dom_105,adr_cores_105,tel_105,student
nume_106,utilizator_106,parola_106,adr_dom_106,adr_cores_106,tel_106,student
nume_107,utilizator_107,parola_107,adr_dom_107,adr_cores_107,tel_107,student
nume_108,utilizator_108,parola_108,adr_dom_108,adr_cores_108,tel_108,student
nume_109,utilizator_109,parola_109,adr_dom_109,adr_cores_109,tel_109,student
nume_110,utilizator_110,parola_110,adr_dom_110,adr_cores_110,tel_110,student
nume_111,utilizator_111,parola_111,adr_dom_111,adr_cores_111,tel_111,student
nume_112,utilizator_112,parola_112,adr_dom_112,adr_cores_112,tel_112,student
nume_113,utilizator_113,parola_113,adr_dom_113,adr_cores_113,tel_113,student
nume_114,utilizator_114,parola_114,adr_dom_114,adr_cores_114,tel_114,student
nume_115,utilizator_115,parola_115,adr_dom_115,adr_cores_115,tel_115,student
nume_116,utilizator_116,parola_116,adr_dom_116,adr_cores_116,tel_116,student
nume_117,utilizator_117,parola_117,adr_dom_117,adr_cores_117,tel_117,student
nume_118,utilizator_118,parola_118,adr_dom_118,adr_cores_118,tel_118,student
nume_119,utilizator_119,parola_119,adr_dom_119,adr_cores_119,tel_119,student
nume_120,utilizator_120,parola_120,adr_dom_120,adr_cores_120,tel_120,student
nume_121,utilizator_121,parola_121,adr_dom_121,adr_cores_121,tel_121,student
nume_122,utilizator_122,parola_122,adr_dom_122,adr_cores_122,tel_122,student
nume_123,utilizator_123,parola_123,adr_dom_123,adr_cores_123,tel_123,student
nume_124,utilizator_124,parola_124,adr_dom_124,adr_cores_124,tel_124,student
nume_125,utilizator_125,parola_125,adr_dom_125,adr_cores_125,tel_125,student
nume_126,utilizator_126,parola_126,adr_dom_126,adr_cores_126,tel_126,student
nume_127,utilizator_127,parola_127,adr_dom_127,adr_cores_127,tel_127,student
nume_128,utilizator_128,parola_128,adr_dom_128,adr_cores_128,tel_128,student
nume_129,utilizator_129,parola_129,adr_dom_129,adr_cores_129,tel_129,student
nume_130,utilizator_130,parola_130,adr_dom_130,adr_cores_130,tel_130,student
nume_131,utilizator_131,parola_131,adr_dom_131,adr_cores_131,tel_131,student
nume_132,utilizator_132,parola_132,adr_dom_132,adr_cores_132,tel_132,student
nume_133,utilizator_133,parola_133,adr_dom_133,adr_cores_133,tel_133,student
nume_134,utilizator_134,parola_134,adr_dom_134,adr_cores_134,tel_134,student
nume_135,utilizator_135,parola_135,adr_dom_135,adr_cores_135,tel_135,student
nume_136,utilizator_136,parola_136,adr_dom_136,adr_cores_136,tel_136,student
nume_137,utilizator_137,parola_137,adr_dom_137,adr_cores_137,tel_137,student
nume_138,utilizator_138,parola_138,adr_dom_138,adr_cores_138,tel_138,student
nume_139,utilizator_139,parola_139,adr_dom_139,adr_cores_139,tel_139,student
